date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2011-04-05,21213,900,1105,18,1557
2011-04-12,21213,1036,558,18,1557
2011-04-19,21213,1530,552,18,1557
2011-04-26,21213,480,1560,18,1557
2011-05-03,21213,681,1008,18,1557
2011-05-10,21213,1486,548,18,1557
2011-05-17,21213,1325,548,18,1557
2011-05-24,21213,1239,548,18,1557
2011-05-31,21213,1688,0,18,1557
2011-06-07,21213,1389,561,18,1557
2011-06-14,21213,1232,561,18,1557
2011-06-21,21213,1293,571,18,1557
2011-06-28,21213,1069,571,18,1557
2011-07-05,21213,1055,559,18,1557
2011-07-12,21213,997,1100,18,1557
2011-07-19,21213,718,1100,18,1557
2011-07-26,21213,1114,541,18,1557
2011-08-02,21213,1457,563,18,1557
2011-08-09,21213,1230,563,18,1557
2011-08-16,21213,1757,0,18,1557
2011-08-23,21213,803,1109,18,1557
2011-08-30,21213,670,1109,18,1557
2011-09-06,21213,1254,562,18,1557
2011-09-13,21213,120,1977,18,1557
2011-09-20,21213,0,1977,18,1557
2011-09-27,21213,394,1415,18,1557
2011-10-04,21213,1615,0,18,1557
2011-10-11,21213,1372,555,18,1557
2011-10-18,21213,1034,555,18,1557
2011-10-25,21213,1374,608,18,1557
2011-11-01,21213,842,1161,18,1557
2011-11-08,21213,1252,553,18,1557
2011-11-15,21213,1681,0,18,1557
2011-11-22,21213,1523,542,18,1557
2011-11-29,21213,1438,542,18,1557
2011-12-06,21213,1228,542,18,1557
2009-12-01,21217,261,157,21,319
2009-12-08,21217,153,258,21,319
2009-12-15,21217,70,258,21,319
2009-12-22,21217,181,206,21,319
2009-12-29,21217,258,105,21,319
2010-01-05,21217,242,105,21,319
2010-01-12,21217,310,108,21,319
2010-01-19,21217,270,108,21,319
2010-01-26,21217,245,108,21,319
2010-02-02,21217,309,109,21,319
2010-02-09,21217,286,109,21,319
2010-02-16,21217,260,109,21,319
2010-02-23,21217,347,0,21,319
2010-03-02,21217,286,125,21,319
2010-03-09,21217,272,125,21,319
2010-03-16,21217,243,125,21,319
2010-03-23,21217,270,102,21,319
2010-03-30,21217,232,102,21,319
2010-04-06,21217,224,102,21,319
2010-04-13,21217,318,100,21,319
2010-04-20,21217,286,100,21,319
2010-04-27,21217,251,100,21,319
2010-05-04,21217,313,105,21,319
2010-05-11,21217,279,105,21,319
2010-05-18,21217,267,105,21,319
2010-05-25,21217,347,0,21,319
2010-06-01,21217,320,0,21,319
2010-06-08,21217,265,114,21,319
2010-06-15,21217,236,114,21,319
2010-06-22,21217,221,114,21,319
2010-06-29,21217,312,102,21,319
2010-07-06,21217,266,102,21,319
2010-07-13,21217,252,102,21,319
2010-07-20,21217,308,110,21,319
2010-07-27,21217,291,110,21,319
2010-08-03,21217,240,110,21,319
2010-08-10,21217,340,0,21,319
2010-08-17,21217,327,0,21,319
2010-08-24,21217,298,100,21,319
2010-08-31,21217,287,100,21,319
2010-09-07,21217,260,100,21,319
2010-09-14,21217,344,0,21,319
2010-09-21,21217,292,100,21,319
2010-09-28,21217,267,100,21,319
2010-10-05,21217,225,100,21,319
2010-10-12,21217,307,102,21,319
2010-10-19,21217,267,102,21,319
2010-10-26,21217,240,102,21,319
2010-11-02,21217,332,0,21,319
2010-11-09,21217,305,102,21,319
2010-11-16,21217,269,102,21,319
2010-11-23,21217,239,102,21,319
2010-11-30,21217,205,127,21,319
2010-12-07,21217,173,232,21,319
2010-12-14,21217,149,232,21,319
2010-12-21,21217,271,105,21,319
2010-12-28,21217,376,0,21,319
2011-01-04,21217,373,0,21,319
2011-01-11,21217,353,0,21,319
2011-01-18,21217,320,0,21,319
2011-01-25,21217,265,103,21,319
2011-02-01,21217,253,103,21,319
2011-02-08,21217,248,103,21,319
2011-02-15,21217,263,107,21,319
2011-02-22,21217,252,107,21,319
2011-03-01,21217,224,107,21,319
2011-03-08,21217,168,217,21,319
2011-03-15,21217,160,217,21,319
2011-03-22,21217,137,217,21,319
2011-03-29,21217,348,0,21,319
2011-04-05,21217,278,140,21,319
2011-04-12,21217,276,140,21,319
2011-04-19,21217,259,140,21,319
2011-04-26,21217,386,0,21,319
2011-05-03,21217,385,0,21,319
2011-05-10,21217,365,0,21,319
2011-05-17,21217,358,0,21,319
2011-05-24,21217,349,0,21,319
2011-05-31,21217,345,0,21,319
2011-06-07,21217,335,0,21,319
2011-06-14,21217,333,0,21,319
2011-06-21,21217,309,101,21,319
2011-06-28,21217,308,101,21,319
2011-07-05,21217,289,101,21,319
2011-07-12,21217,388,0,21,319
2011-07-19,21217,375,0,21,319
2011-07-26,21217,357,0,21,319
2011-08-02,21217,345,0,21,319
2011-08-09,21217,328,0,21,319
2011-08-16,21217,324,0,21,319
2011-08-23,21217,290,123,21,319
2011-08-30,21217,283,123,21,319
2011-09-06,21217,272,123,21,319
2011-09-13,21217,366,0,21,319
2011-09-20,21217,358,0,21,319
2011-09-27,21217,348,0,21,319
2011-10-04,21217,341,0,21,319
2011-10-11,21217,336,0,21,319
2011-10-18,21217,329,0,21,319
2011-10-25,21217,319,0,21,319
2011-11-01,21217,301,102,21,319
2011-11-08,21217,274,102,21,319
2011-11-15,21217,237,102,21,319
2011-11-22,21217,314,104,21,319
2011-11-29,21217,287,104,21,319
2011-12-06,21217,275,104,21,319
2009-12-01,21218,319,175,21,358
2009-12-08,21218,263,175,21,358
2009-12-15,21218,179,315,21,358
2009-12-22,21218,199,293,21,358
2009-12-29,21218,175,293,21,358
2010-01-05,21218,312,153,21,358
2010-01-12,21218,410,0,21,358
2010-01-19,21218,369,0,21,358
2010-01-26,21218,204,161,21,358
2010-02-02,21218,129,315,21,358
2010-02-09,21218,101,315,21,358
2010-02-16,21218,211,154,21,358
2010-02-23,21218,264,189,21,358
2010-03-02,21218,221,189,21,358
2010-03-09,21218,158,336,21,358
2010-03-16,21218,255,147,21,358
2010-03-23,21218,195,286,21,358
2010-03-30,21218,264,139,21,358
2010-04-06,21218,223,139,21,358
2010-04-13,21218,351,141,21,358
2010-04-20,21218,269,141,21,358
2010-04-27,21218,200,286,21,358
2010-05-04,21218,277,145,21,358
2010-05-11,21218,176,293,21,358
2010-05-18,21218,286,148,21,358
2010-05-25,21218,261,148,21,358
2010-06-01,21218,383,0,21,358
2010-06-08,21218,344,137,21,358
2010-06-15,21218,315,137,21,358
2010-06-22,21218,270,137,21,358
2010-06-29,21218,323,140,21,358
2010-07-06,21218,219,140,21,358
2010-07-13,21218,196,287,21,358
2010-07-20,21218,295,147,21,358
2010-07-27,21218,240,147,21,358
2010-08-03,21218,348,146,21,358
2010-08-10,21218,314,146,21,358
2010-08-17,21218,262,146,21,358
2010-08-24,21218,380,0,21,358
2010-08-31,21218,337,151,21,358
2010-09-07,21218,304,151,21,358
2010-09-14,21218,277,151,21,358
2010-09-21,21218,350,142,21,358
2010-09-28,21218,301,142,21,358
2010-10-05,21218,280,142,21,358
2010-10-12,21218,356,138,21,358
2010-10-19,21218,312,138,21,358
2010-10-26,21218,285,138,21,358
2010-11-02,21218,403,0,21,358
2010-11-09,21218,360,0,21,358
2010-11-16,21218,326,137,21,358
2010-11-23,21218,295,137,21,358
2010-11-30,21218,199,295,21,358
2010-12-07,21218,306,158,21,358
2010-12-14,21218,246,158,21,358
2010-12-21,21218,334,160,21,358
2010-12-28,21218,334,160,21,358
2011-01-04,21218,328,160,21,358
2011-01-11,21218,474,0,21,358
2011-01-18,21218,328,162,21,358
2011-01-25,21218,316,162,21,358
2011-02-01,21218,301,162,21,358
2011-02-08,21218,403,0,21,358
2011-02-15,21218,100,394,21,358
2011-02-22,21218,80,394,21,358
2011-03-01,21218,40,394,21,358
2011-03-08,21218,292,180,21,358
2011-03-15,21218,274,180,21,358
2011-03-22,21218,249,180,21,358
2011-03-29,21218,405,0,21,358
2011-04-05,21218,282,140,21,358
2011-04-12,21218,251,140,21,358
2011-04-19,21218,197,279,21,358
2011-04-26,21218,328,139,21,358
2011-05-03,21218,315,139,21,358
2011-05-10,21218,399,0,21,358
2011-05-17,21218,310,162,21,358
2011-05-24,21218,293,162,21,358
2011-05-31,21218,230,162,21,358
2011-06-07,21218,375,0,21,358
2011-06-14,21218,368,0,21,358
2011-06-21,21218,356,138,21,358
2011-06-28,21218,349,138,21,358
2011-07-05,21218,264,138,21,358
2011-07-12,21218,392,0,21,358
2011-07-19,21218,371,0,21,358
2011-07-26,21218,352,142,21,358
2011-08-02,21218,261,142,21,358
2011-08-09,21218,194,300,21,358
2011-08-16,21218,312,158,21,358
2011-08-23,21218,284,158,21,358
2011-08-30,21218,356,137,21,358
2011-09-06,21218,324,137,21,358
2011-09-13,21218,267,137,21,358
2011-09-20,21218,393,0,21,358
2011-09-27,21218,379,0,21,358
2011-10-04,21218,365,0,21,358
2011-10-11,21218,345,137,21,358
2011-10-18,21218,332,137,21,358
2011-10-25,21218,323,137,21,358
2011-11-01,21218,426,0,21,358
2011-11-08,21218,363,0,21,358
2011-11-15,21218,340,139,21,358
2011-11-22,21218,265,139,21,358
2011-11-29,21218,156,306,21,358
2011-12-06,21218,267,167,21,358
2009-12-01,21231,727,529,21,1049
2009-12-08,21231,107,1010,21,1049
2009-12-15,21231,3,1253,21,1049
2009-12-22,21231,529,724,21,1049
2009-12-29,21231,1010,243,21,1049
2010-01-05,21231,1244,0,21,1049
2010-01-12,21231,1244,0,21,1049
2010-01-19,21231,1244,0,21,1049
2010-01-26,21231,1244,0,21,1049
2010-02-02,21231,1244,0,21,1049
2010-02-09,21231,1244,0,21,1049
2010-02-16,21231,1244,0,21,1049
2010-02-23,21231,1244,0,21,1049
2010-03-02,21231,1244,0,21,1049
2010-03-09,21231,1244,0,21,1049
2010-03-16,21231,1059,0,21,1049
2010-03-23,21231,420,836,21,1049
2010-03-30,21231,0,1080,21,1049
2010-04-06,21231,0,1080,21,1049
2010-04-13,21231,526,697,21,1049
2010-04-20,21231,534,684,21,1049
2010-04-27,21231,163,923,21,1049
2010-05-04,21231,389,718,21,1049
2010-05-11,21231,278,819,21,1049
2010-05-18,21231,0,1250,21,1049
2010-05-25,21231,25,1231,21,1049
2010-06-01,21231,124,1132,21,1049
2010-06-08,21231,558,698,21,1049
2010-06-15,21231,629,469,21,1049
2010-06-22,21231,480,658,21,1049
2010-06-29,21231,263,840,21,1049
2010-07-06,21231,2,1139,21,1049
2010-07-13,21231,194,928,21,1049
2010-07-20,21231,171,1048,21,1049
2010-07-27,21231,140,1042,21,1049
2010-08-03,21231,214,1042,21,1049
2010-08-10,21231,513,743,21,1049
2010-08-17,21231,439,691,21,1049
2010-08-24,21231,364,698,21,1049
2010-08-31,21231,437,693,21,1049
2010-09-07,21231,417,696,21,1049
2010-09-14,21231,382,776,21,1049
2010-09-21,21231,176,1080,21,1049
2010-09-28,21231,116,1100,21,1049
2010-10-05,21231,99,1037,21,1049
2010-10-12,21231,403,713,21,1049
2010-10-19,21231,144,1006,21,1049
2010-10-26,21231,0,1256,21,1049
2010-11-02,21231,0,1256,21,1049
2010-11-09,21231,124,983,21,1049
2010-11-16,21231,396,771,21,1049
2010-11-23,21231,329,798,21,1049
2010-11-30,21231,153,920,21,1049
2010-12-07,21231,274,866,21,1049
2010-12-14,21231,207,1041,21,1049
2010-12-21,21231,378,846,21,1049
2010-12-28,21231,597,627,21,1049
2011-01-04,21231,988,211,21,1049
2011-01-11,21231,1085,0,21,1049
2011-01-18,21231,825,431,21,1049
2011-01-25,21231,637,431,21,1049
2011-02-01,21231,483,651,21,1049
2011-02-08,21231,878,220,21,1049
2011-02-15,21231,784,460,21,1049
2011-02-22,21231,815,240,21,1049
2011-03-01,21231,715,490,21,1049
2011-03-08,21231,880,250,21,1049
2011-03-15,21231,836,250,21,1049
2011-03-22,21231,1026,210,21,1049
2011-03-29,21231,936,210,21,1049
2011-04-05,21231,839,210,21,1049
2011-04-12,21231,1018,208,21,1049
2011-04-19,21231,878,208,21,1049
2011-04-26,21231,804,438,21,1049
2011-05-03,21231,842,230,21,1049
2011-05-10,21231,505,546,21,1049
2011-05-17,21231,617,525,21,1049
2011-05-24,21231,523,733,21,1049
2011-05-31,21231,803,417,21,1049
2011-06-07,21231,968,208,21,1049
2011-06-14,21231,1107,0,21,1049
2011-06-21,21231,994,246,21,1049
2011-06-28,21231,975,246,21,1049
2011-07-05,21231,901,246,21,1049
2011-07-12,21231,1110,0,21,1049
2011-07-19,21231,1026,230,21,1049
2011-07-26,21231,991,230,21,1049
2011-08-02,21231,951,230,21,1049
2011-08-09,21231,1059,0,21,1049
2011-08-16,21231,895,276,21,1049
2011-08-23,21231,871,276,21,1049
2011-08-30,21231,833,276,21,1049
2011-09-06,21231,1057,0,21,1049
2011-09-13,21231,921,211,21,1049
2011-09-20,21231,776,476,21,1049
2011-09-27,21231,639,476,21,1049
2011-10-04,21231,812,265,21,1049
2011-10-11,21231,933,266,21,1049
2011-10-18,21231,747,484,21,1049
2011-10-25,21231,633,484,21,1049
2011-11-01,21231,778,433,21,1049
2011-11-08,21231,839,215,21,1049
2011-11-15,21231,704,458,21,1049
2011-11-22,21231,730,526,21,1049
2011-11-29,21231,473,752,21,1049
2011-12-06,21231,652,509,21,1049
2009-12-01,21232,3163,1874,21,3450
2009-12-08,21232,1840,1874,21,3450
2009-12-15,21232,776,3475,21,3450
2009-12-22,21232,1877,1601,21,3450
2009-12-29,21232,1874,1601,21,3450
2010-01-05,21232,3222,1617,21,3450
2010-01-12,21232,2509,1617,21,3450
2010-01-19,21232,2154,1617,21,3450
2010-01-26,21232,3372,1621,21,3450
2010-02-02,21232,2922,1621,21,3450
2010-02-09,21232,2364,1621,21,3450
2010-02-16,21232,3799,0,21,3450
2010-02-23,21232,3541,0,21,3450
2010-03-02,21232,2724,1597,21,3450
2010-03-09,21232,2036,1597,21,3450
2010-03-16,21232,1746,3291,21,3450
2010-03-23,21232,2873,1694,21,3450
2010-03-30,21232,2405,1694,21,3450
2010-04-06,21232,3995,0,21,3450
2010-04-13,21232,3738,0,21,3450
2010-04-20,21232,3509,0,21,3450
2010-04-27,21232,2893,1628,21,3450
2010-05-04,21232,2633,1628,21,3450
2010-05-11,21232,1902,1628,21,3450
2010-05-18,21232,2836,1739,21,3450
2010-05-25,21232,2458,1739,21,3450
2010-06-01,21232,1999,1739,21,3450
2010-06-08,21232,3385,1652,21,3450
2010-06-15,21232,2740,1652,21,3450
2010-06-22,21232,2391,1652,21,3450
2010-06-29,21232,3402,1635,21,3450
2010-07-06,21232,3033,1635,21,3450
2010-07-13,21232,2579,1635,21,3450
2010-07-20,21232,3461,0,21,3450
2010-07-27,21232,2983,1729,21,3450
2010-08-03,21232,2666,1729,21,3450
2010-08-10,21232,2399,1729,21,3450
2010-08-17,21232,3554,0,21,3450
2010-08-24,21232,3100,1607,21,3450
2010-08-31,21232,2785,1607,21,3450
2010-09-07,21232,2475,1607,21,3450
2010-09-14,21232,3785,0,21,3450
2010-09-21,21232,3180,1606,21,3450
2010-09-28,21232,2780,1606,21,3450
2010-10-05,21232,1741,3296,21,3450
2010-10-12,21232,2980,1690,21,3450
2010-10-19,21232,2526,1690,21,3450
2010-10-26,21232,3558,0,21,3450
2010-11-02,21232,3282,1590,21,3450
2010-11-09,21232,2417,1590,21,3450
2010-11-16,21232,1606,3297,21,3450
2010-11-23,21232,2732,1707,21,3450
2010-11-30,21232,2083,1707,21,3450
2010-12-07,21232,2965,1796,21,3450
2010-12-14,21232,2508,1796,21,3450
2010-12-21,21232,2252,1796,21,3450
2010-12-28,21232,4048,0,21,3450
2011-01-04,21232,4047,0,21,3450
2011-01-11,21232,3893,0,21,3450
2011-01-18,21232,3745,0,21,3450
2011-01-25,21232,3565,0,21,3450
2011-02-01,21232,3354,1647,21,3450
2011-02-08,21232,3224,1647,21,3450
2011-02-15,21232,3102,1647,21,3450
2011-02-22,21232,4390,0,21,3450
2011-03-01,21232,4081,0,21,3450
2011-03-08,21232,3685,0,21,3450
2011-03-15,21232,3559,0,21,3450
2011-03-22,21232,3409,1590,21,3450
2011-03-29,21232,3033,1590,21,3450
2011-04-05,21232,2642,1590,21,3450
2011-04-12,21232,4200,0,21,3450
2011-04-19,21232,3964,0,21,3450
2011-04-26,21232,3881,0,21,3450
2011-05-03,21232,3663,0,21,3450
2011-05-10,21232,3361,1614,21,3450
2011-05-17,21232,3168,1614,21,3450
2011-05-24,21232,2904,1614,21,3450
2011-05-31,21232,4438,0,21,3450
2011-06-07,21232,4319,0,21,3450
2011-06-14,21232,4102,0,21,3450
2011-06-21,21232,3978,0,21,3450
2011-06-28,21232,3832,0,21,3450
2011-07-05,21232,3746,0,21,3450
2011-07-12,21232,3615,0,21,3450
2011-07-19,21232,3372,1665,21,3450
2011-07-26,21232,3295,1665,21,3450
2011-08-02,21232,3201,1665,21,3450
2011-08-09,21232,4754,0,21,3450
2011-08-16,21232,4627,0,21,3450
2011-08-23,21232,4536,0,21,3450
2011-08-30,21232,4364,0,21,3450
2011-09-06,21232,4278,0,21,3450
2011-09-13,21232,3876,0,21,3450
2011-09-20,21232,3685,0,21,3450
2011-09-27,21232,3535,0,21,3450
2011-10-04,21232,3347,1607,21,3450
2011-10-11,21232,3170,1607,21,3450
2011-10-18,21232,2628,1607,21,3450
2011-10-25,21232,4092,0,21,3450
2011-11-01,21232,3940,0,21,3450
2011-11-08,21232,3693,0,21,3450
2011-11-15,21232,2926,2111,21,3450
2011-11-22,21232,2737,2111,21,3450
2011-11-29,21232,2493,2111,21,3450
2011-12-06,21232,4164,0,21,3450
2009-12-01,21258,161,103,21,194
2009-12-08,21258,99,103,21,194
2009-12-15,21258,26,183,21,194
2009-12-22,21258,103,154,21,194
2009-12-29,21258,103,154,21,194
2010-01-05,21258,183,74,21,194
2010-01-12,21258,257,0,21,194
2010-01-19,21258,255,0,21,194
2010-01-26,21258,254,0,21,194
2010-02-02,21258,253,0,21,194
2010-02-09,21258,242,0,21,194
2010-02-16,21258,209,0,21,194
2010-02-23,21258,193,71,21,194
2010-03-02,21258,182,71,21,194
2010-03-09,21258,165,71,21,194
2010-03-16,21258,213,0,21,194
2010-03-23,21258,179,79,21,194
2010-03-30,21258,162,79,21,194
2010-04-06,21258,151,79,21,194
2010-04-13,21258,202,0,21,194
2010-04-20,21258,198,0,21,194
2010-04-27,21258,189,75,21,194
2010-05-04,21258,180,75,21,194
2010-05-11,21258,175,75,21,194
2010-05-18,21258,245,0,21,194
2010-05-25,21258,234,0,21,194
2010-06-01,21258,227,0,21,194
2010-06-08,21258,221,0,21,194
2010-06-15,21258,215,0,21,194
2010-06-22,21258,213,0,21,194
2010-06-29,21258,192,72,21,194
2010-07-06,21258,191,72,21,194
2010-07-13,21258,184,72,21,194
2010-07-20,21258,250,0,21,194
2010-07-27,21258,241,0,21,194
2010-08-03,21258,234,0,21,194
2010-08-10,21258,221,0,21,194
2010-08-17,21258,220,0,21,194
2010-08-24,21258,216,0,21,194
2010-08-31,21258,205,0,21,194
2010-09-07,21258,200,0,21,194
2010-09-14,21258,188,74,21,194
2010-09-21,21258,180,74,21,194
2010-09-28,21258,174,74,21,194
2010-10-05,21258,227,0,21,194
2010-10-12,21258,213,0,21,194
2010-10-19,21258,178,77,21,194
2010-10-26,21258,164,77,21,194
2010-11-02,21258,135,77,21,194
2010-11-09,21258,180,74,21,194
2010-11-16,21258,89,156,21,194
2010-11-23,21258,6,229,21,194
2010-11-30,21258,55,155,21,194
2010-12-07,21258,23,241,21,194
2010-12-14,21258,1,243,21,194
2010-12-21,21258,0,243,21,194
2010-12-28,21258,168,75,21,194
2011-01-04,21258,239,0,21,194
2011-01-11,21258,209,0,21,194
2011-01-18,21258,208,0,21,194
2011-01-25,21258,207,0,21,194
2011-02-01,21258,206,0,21,194
2011-02-08,21258,205,0,21,194
2011-02-15,21258,205,0,21,194
2011-02-22,21258,202,0,21,194
2011-03-01,21258,202,0,21,194
2011-03-08,21258,202,0,21,194
2011-03-15,21258,202,0,21,194
2011-03-22,21258,202,0,21,194
2011-03-29,21258,202,0,21,194
2011-04-05,21258,198,0,21,194
2011-04-12,21258,198,0,21,194
2011-04-19,21258,198,0,21,194
2011-04-26,21258,198,0,21,194
2011-05-03,21258,198,0,21,194
2011-05-10,21258,198,0,21,194
2011-05-17,21258,198,0,21,194
2011-05-24,21258,198,0,21,194
2011-05-31,21258,198,0,21,194
2011-06-07,21258,198,0,21,194
2011-06-14,21258,198,0,21,194
2011-06-21,21258,198,0,21,194
2011-06-28,21258,198,0,21,194
2011-07-05,21258,198,0,21,194
2011-07-12,21258,198,0,21,194
2011-07-19,21258,198,0,21,194
2011-07-26,21258,198,0,21,194
2011-08-02,21258,198,0,21,194
2011-08-09,21258,198,0,21,194
2011-08-16,21258,198,0,21,194
2011-08-23,21258,198,0,21,194
2011-08-30,21258,198,0,21,194
2011-09-06,21258,198,0,21,194
2011-09-13,21258,190,72,21,194
2011-09-20,21258,184,72,21,194
2011-09-27,21258,174,72,21,194
2011-10-04,21258,241,0,21,194
2011-10-11,21258,226,0,21,194
2011-10-18,21258,204,0,21,194
2011-10-25,21258,190,72,21,194
2011-11-01,21258,179,72,21,194
2011-11-08,21258,169,72,21,194
2011-11-15,21258,238,0,21,194
2011-11-22,21258,223,0,21,194
2011-11-29,21258,174,72,21,194
2011-12-06,21258,147,72,21,194
2009-12-01,21314,960,492,21,1702
2009-12-08,21314,240,1212,21,1702
2009-12-15,21314,114,1338,21,1702
2009-12-22,21314,493,959,21,1702
2009-12-29,21314,1212,240,21,1702
2010-01-05,21314,1334,118,21,1702
2010-01-12,21314,1207,245,21,1702
2010-01-19,21314,1025,427,21,1702
2010-01-26,21314,649,803,21,1702
2010-02-02,21314,841,611,21,1702
2010-02-09,21314,941,511,21,1702
2010-02-16,21314,1276,176,21,1702
2010-02-23,21314,1281,171,21,1702
2010-03-02,21314,1249,203,21,1702
2010-03-09,21314,1240,212,21,1702
2010-03-16,21314,1278,174,21,1702
2010-03-23,21314,1275,177,21,1702
2010-03-30,21314,614,838,21,1702
2010-04-06,21314,600,852,21,1702
2010-04-13,21314,685,767,21,1702
2010-04-20,21314,1352,100,21,1702
2010-04-27,21314,1224,228,21,1702
2010-05-04,21314,1194,258,21,1702
2010-05-11,21314,816,636,21,1702
2010-05-18,21314,909,543,21,1702
2010-05-25,21314,906,546,21,1702
2010-06-01,21314,1246,206,21,1702
2010-06-08,21314,1103,349,21,1702
2010-06-15,21314,1099,353,21,1702
2010-06-22,21314,1148,304,21,1702
2010-06-29,21314,1299,153,21,1702
2010-07-06,21314,977,475,21,1702
2010-07-13,21314,997,455,21,1702
2010-07-20,21314,993,459,21,1702
2010-07-27,21314,1367,85,21,1702
2010-08-03,21314,1356,96,21,1702
2010-08-10,21314,1381,71,21,1702
2010-08-17,21314,1369,83,21,1702
2010-08-24,21314,1209,243,21,1702
2010-08-31,21314,1163,289,21,1702
2010-09-07,21314,1164,288,21,1702
2010-09-14,21314,1275,177,21,1702
2010-09-21,21314,1237,215,21,1702
2010-09-28,21314,1191,261,21,1702
2010-10-05,21314,1164,288,21,1702
2010-10-12,21314,1145,307,21,1702
2010-10-19,21314,842,610,21,1702
2010-10-26,21314,859,593,21,1702
2010-11-02,21314,515,937,21,1702
2010-11-09,21314,772,680,21,1702
2010-11-16,21314,727,725,21,1702
2010-11-23,21314,1046,406,21,1702
2010-11-30,21314,964,488,21,1702
2010-12-07,21314,920,532,21,1702
2010-12-14,21314,890,562,21,1702
2010-12-21,21314,911,541,21,1702
2010-12-28,21314,1087,365,21,1702
2011-01-04,21314,1259,193,21,1702
2011-01-11,21314,1305,147,21,1702
2011-01-18,21314,1272,180,21,1702
2011-01-25,21314,1219,233,21,1702
2011-02-01,21314,1306,146,21,1702
2011-02-08,21314,1177,275,21,1702
2011-02-15,21314,1137,315,21,1702
2011-02-22,21314,1141,311,21,1702
2011-03-01,21314,1185,267,21,1702
2011-03-08,21314,1198,254,21,1702
2011-03-15,21314,1231,221,21,1702
2011-03-22,21314,1259,193,21,1702
2011-03-29,21314,1295,157,21,1702
2011-04-05,21314,1213,239,21,1702
2011-04-12,21314,1244,208,21,1702
2011-04-19,21314,1212,240,21,1702
2011-04-26,21314,1280,172,21,1702
2011-05-03,21314,1246,206,21,1702
2011-05-10,21314,1277,175,21,1702
2011-05-17,21314,1266,186,21,1702
2011-05-24,21314,1277,175,21,1702
2011-05-31,21314,1309,143,21,1702
2011-06-07,21314,1253,199,21,1702
2011-06-14,21314,1272,180,21,1702
2011-06-21,21314,1270,182,21,1702
2011-06-28,21314,1277,175,21,1702
2011-07-05,21314,1311,141,21,1702
2011-07-12,21314,1294,158,21,1702
2011-07-19,21314,1267,185,21,1702
2011-07-26,21314,1254,198,21,1702
2011-08-02,21314,1268,184,21,1702
2011-08-09,21314,1259,193,21,1702
2011-08-16,21314,1252,200,21,1702
2011-08-23,21314,1241,211,21,1702
2011-08-30,21314,1354,98,21,1702
2011-09-06,21314,1375,77,21,1702
2011-09-13,21314,1221,231,21,1702
2011-09-20,21314,1152,300,21,1702
2011-09-27,21314,1027,425,21,1702
2011-10-04,21314,1168,284,21,1702
2011-10-11,21314,1222,230,21,1702
2011-10-18,21314,1323,129,21,1702
2011-10-25,21314,1249,203,21,1702
2011-11-01,21314,1170,282,21,1702
2011-11-08,21314,1175,277,21,1702
2011-11-15,21314,1195,257,21,1702
2011-11-22,21314,1191,261,21,1702
2011-11-29,21314,1118,334,21,1702
2011-12-06,21314,1168,284,21,1702
2009-12-01,21479,772,0,18,734
2009-12-08,21479,521,522,18,734
2009-12-15,21479,333,522,18,734
2009-12-22,21479,523,534,18,734
2009-12-29,21479,522,534,18,734
2010-01-05,21479,1056,0,18,734
2010-01-12,21479,1056,0,18,734
2010-01-19,21479,1056,0,18,734
2010-01-26,21479,1056,0,18,734
2010-02-02,21479,1055,0,18,734
2010-02-09,21479,1055,0,18,734
2010-02-16,21479,1055,0,18,734
2010-02-23,21479,1055,0,18,734
2010-03-02,21479,1055,0,18,734
2010-03-09,21479,1055,0,18,734
2010-03-16,21479,1055,0,18,734
2010-03-23,21479,1055,0,18,734
2010-03-30,21479,1055,0,18,734
2010-04-06,21479,1055,0,18,734
2010-04-13,21479,1055,0,18,734
2010-04-20,21479,1055,0,18,734
2010-04-27,21479,1055,0,18,734
2010-05-04,21479,1055,0,18,734
2010-05-11,21479,1055,0,18,734
2010-05-18,21479,1055,0,18,734
2010-05-25,21479,1055,0,18,734
2010-06-01,21479,1055,0,18,734
2010-06-08,21479,1055,0,18,734
2010-06-15,21479,1055,0,18,734
2010-06-22,21479,1055,0,18,734
2010-06-29,21479,1055,0,18,734
2010-07-06,21479,1055,0,18,734
2010-07-13,21479,1055,0,18,734
2010-07-20,21479,1055,0,18,734
2010-07-27,21479,1055,0,18,734
2010-08-03,21479,1055,0,18,734
2010-08-10,21479,1055,0,18,734
2010-08-17,21479,1055,0,18,734
2010-08-24,21479,1055,0,18,734
2010-08-31,21479,1055,0,18,734
2010-09-07,21479,1055,0,18,734
2010-09-14,21479,1055,0,18,734
2010-09-21,21479,1055,0,18,734
2010-09-28,21479,1055,0,18,734
2010-10-05,21479,1055,0,18,734
2010-10-12,21479,936,0,18,734
2010-10-19,21479,858,0,18,734
2010-10-26,21479,751,0,18,734
2010-11-02,21479,597,508,18,734
2010-11-09,21479,426,508,18,734
2010-11-16,21479,644,589,18,734
2010-11-23,21479,450,589,18,734
2010-11-30,21479,82,1151,18,734
2010-12-07,21479,384,562,18,734
2010-12-14,21479,0,1072,18,734
2010-12-21,21479,326,510,18,734
2010-12-28,21479,736,0,18,734
2011-01-04,21479,736,0,18,734
2011-01-11,21479,655,505,18,734
2011-01-18,21479,638,505,18,734
2011-01-25,21479,1137,0,18,734
2011-02-01,21479,1120,0,18,734
2011-02-08,21479,1112,0,18,734
